-119.838	35.003	-20.1259114713	-36.1344402222	-120.093528204	35.2518479157
-118.727	36.185	141.070129395	1.02793217531	-118.719746079	36.1778461312
-119.259	35.819	78.2568624867	0.0183618678205	-119.258870154	35.8188727875
-120.3	34.96	-55.408765918	-12.6896640338	-120.39000616	35.0471096893
-120.617	34.593	-103.8866626	-25.0796721307	-120.794941314	34.7646351552
-120.001	35.575	9.42240444299	22.099450418	-119.844084416	35.4227511638
-119.394	35.358	36.1465703356	-31.6587620539	-119.617569951	35.576876468
-119.394	35.398	38.9872688604	-28.236255119	-119.593440964	35.593234584
-119.766	35.414	14.2236570746	-5.28791452896	-119.80345293	35.4504724184
-120.414	34.731	-79.8017362542	-25.402484808	-120.594108512	34.9051428232
-120.257	34.798	-64.0412884287	-28.9794103692	-120.462317651	34.9969075463
-119.957	35.441	2.88787778406	8.1288948287	-119.899339134	35.385000564
-120.606	34.894	-81.4305955963	-0.241005071041	-120.607712431	34.8956507332
-120.067	35.076	-30.8734158964	-16.5118997127	-120.183996406	35.1895591869
-119.959	35.503	7.18245414805	13.5250037956	-119.863030841	35.4098135865
-120.279	34.739	-69.8107146785	-32.6933041243	-120.510596566	34.9633317596
-119.853	35.603	21.6754447443	15.8816710336	-119.740335344	35.4934702232
-120.113	35.52	-2.26853431859	23.9436004862	-119.942904272	35.3551937227
-120.627	34.571	-106.169396438	-26.3491856878	-120.813940431	34.7513009514
-119.902	35.133	-15.303985161	-21.3144144157	-120.052893986	35.2797721946
-120.018	35.488	2.02005263461	15.6840140403	-119.906673407	35.3799851614
-120.616	34.556	-106.483414888	-28.2721882931	-120.816553516	34.7494664348
